31568	1	1	0
30734	1	1	0
31227	1	0	0
31224	1	0	0
31139	1	1	0
34076	1	0	1
32479	1	1	0
32985	0	0	0
30284	1	0	0
30072	1	0	1
34098	1	0	0
33818	1	1	0
34138	1	1	0
34165	1	1	0
30974	1	0	0
33150	1	1	1
30574	1	1	1
32162	1	0	1
32904	1	1	1
31484	1	1	1
31961	1	1	0
31616	1	1	1
31027	1	0	1
31231	1	0	1
33327	1	0	1
31276	1	0	1
33238	1	1	1
31004	1	1	0
34187	1	1	1
34421	1	1	0
34441	1	1	0
33715	0	0	0
31820	1	1	0
32578	1	1	1
32716	0	0	0
33494	1	1	0
32949	1	1	0
33195	1	1	0
33561	1	1	1
30424	1	1	1
31576	1	0	1
30576	1	1	1
33935	1	0	0
32669	1	1	1
34116	1	1	1
32847	1	1	0
32871	1	1	1
31278	1	0	1
30145	1	0	1
33504	1	1	0
32754	0	0	1
34570	1	0	1
30137	1	0	1
32921	1	1	0
33417	1	0	1
30646	1	1	1
31107	1	1	0
33964	1	1	1
33025	1	1	1
32653	0	0	0
32084	1	0	1
31833	1	1	0
30088	1	0	1
32698	0	0	0
33231	1	0	1
31549	1	0	0
33071	1	1	1
33237	1	0	1
34525	1	0	1
31574	1	0	0
33918	1	0	1
34017	1	0	1
34459	1	1	1
34560	1	1	0
30252	0	0	0
34433	1	0	1
34245	1	1	0
30691	1	1	1
31595	1	1	1
30537	1	1	0
31438	1	1	0
31804	1	1	0
32767	1	1	1
30614	1	0	1
32023	1	0	0
34196	1	1	0
31099	1	0	1
34228	1	0	1
32212	0	0	0
31570	1	0	1
31647	1	0	1
32687	1	0	1
34202	0	0	0
33771	1	0	0
32744	1	0	1
33595	1	0	1
32520	1	1	1
34527	1	1	0
32438	1	1	0
32537	1	0	0
31978	0	0	0
34020	1	0	1
33438	1	0	1
33865	1	1	1
32151	1	0	0
34388	1	0	1
30700	1	1	0
32697	1	1	1
30146	1	0	1
31066	1	1	0
31330	1	1	1
31565	1	0	0
33974	1	1	1
33016	1	0	1
33481	0	0	0
30848	1	1	0
31857	1	0	0
33553	1	0	0
30303	1	1	0
32726	1	1	1
34511	1	1	1
30552	1	0	0
31262	0	0	0
33784	1	0	1
31654	1	1	0
33883	1	0	0
30651	1	0	1
31729	0	0	1
32971	1	1	0
30800	1	1	0
30745	1	1	0
30392	1	1	0
30302	1	0	1
32249	1	0	1
32202	1	1	0
34289	1	0	1
34110	1	1	0
30165	1	1	1
30759	1	0	1
31140	1	1	0
31602	1	0	1
33642	0	0	0
33718	1	1	1
31615	1	1	0
32078	0	0	0
32571	1	0	1
32172	1	0	1
30981	1	1	0
32168	1	1	0
31522	1	1	1
34261	1	0	1
33199	1	1	1
33860	1	0	1
30766	1	0	1
33606	1	1	1
30372	1	0	0
31172	1	1	1
31992	1	0	1
33523	1	1	0
34405	1	1	1
31444	1	0	1
30777	1	1	1
32401	1	1	0
33243	1	1	1
32608	1	1	1
34359	1	0	0
31056	1	0	1
34374	1	0	0
30176	1	1	1
30420	1	1	0
32386	1	0	1
34426	1	1	0
30852	1	0	1
30950	0	0	1
33043	1	1	1
31223	1	1	1
33055	0	0	0
32705	1	0	1
31176	1	1	1
30544	0	0	0
31012	0	0	0
30993	1	1	0
32742	1	1	0
33278	1	1	1
30001	1	0	1
32444	0	0	0
34198	1	1	1
32844	1	1	0
31591	1	1	0
33469	1	0	1
30092	1	0	1
32701	1	1	1
34379	0	0	0
31788	1	1	1
31331	1	1	0
30353	1	1	0
