30344	0
30466	0
31084	0
34552	0
32538	0
32951	0
33564	1
31367	1
34047	0
33491	1
33064	1
32025	1
31184	1
30102	1
31454	1
32070	0
31241	0
30333	1
31923	0
31966	1
30277	0
31477	0
33750	0
31311	0
32895	1
32600	0
33630	1
31698	0
30561	0
33567	1
33796	0
33050	1
34377	0
30752	1
33470	1
30338	0
32228	0
30111	1
30131	1
34140	0
32679	0
30757	1
32433	1
33084	0
30685	0
34515	1
33370	1
33116	1
34339	1
34330	0
33863	0
33042	1
33384	0
32008	1
33661	0
34304	0
33647	0
34204	1
32618	1
33739	0
32216	0
30719	1
32410	1
33952	0
31271	0
33855	0
32235	0
33051	1
33968	0
32178	0
30029	0
33371	1
33414	1
31826	0
33572	1
31791	0
32287	0
30828	1
32918	0
30815	0
32905	0
31711	1
33993	0
30122	0
31077	1
30030	1
32373	0
32240	1
30256	0
32993	1
30130	0
30840	0
33107	1
32821	0
33756	0
30454	0
32923	1
32153	1
33671	0
32125	0
33730	0
33998	0
33710	0
30602	0
30876	1
33977	1
32521	1
31903	1
30358	0
34127	1
34578	0
34045	1
30057	0
32362	0
32130	1
33987	0
30299	1
31118	0
33162	1
32474	1
34523	0
32461	1
32546	1
32316	0
31413	1
34244	0
31661	1
30617	0
30559	1
34439	1
31213	1
30740	0
32567	1
32372	1
34224	1
31370	0
31918	1
34347	0
32789	1
34364	1
33839	0
34381	0
32768	0
33551	1
30394	1
30178	1
33361	0
31771	1
30965	0
34437	0
32605	1
31144	1
31997	0
30587	1
32747	0
33441	0
34236	0
33057	0
33076	1
33406	1
32003	0
34208	1
33894	1
32341	1
32721	1
33226	1
33440	1
33591	1
34411	1
30451	0
32509	1
33105	1
30860	1
30911	0
31202	0
33511	1
31050	1
31078	0
30584	1
32098	0
30470	1
31102	1
31926	1
32934	1
33344	0
33516	0
33599	1
33030	0
30162	1
32841	1
30872	1
31264	1
30268	0
30594	1
30070	1
32919	1
31483	0
32852	0
32330	1
32443	1
30305	0
30975	0
31750	1
32756	0
32184	0
32128	0
31873	1
33931	0
33766	1
31204	1
33311	0
34275	1
33787	1
30334	0
33122	0
30113	1
34593	0
30841	0
33569	1
33554	0
31552	1
31321	1
34091	1
31963	1
31938	0
31827	1
32535	1
30182	0
31989	1
33191	1
32248	0
30084	0
31430	0
30450	0
30506	1
33997	1
31806	1
33544	0
33013	1
31474	0
33518	0
30634	1
31033	1
30315	0
31556	1
33169	1
34063	1
32624	1
31728	0
32551	0
30858	1
33669	0
33375	1
30718	0
30906	1
32377	1
33496	1
30814	1
31494	0
34156	0
30920	1
30016	1
31214	1
32599	0
33217	1
32352	1
33415	1
34351	0
34526	0
33330	1
30789	1
34471	0
31117	1
33168	1
33142	1
33334	1
30080	0
33159	1
32898	0
32214	0
31671	0
32552	0
31660	0
31217	1
30199	0
34521	1
34586	1
32644	1
30553	1
32603	1
34489	1
32389	1
30695	1
34120	1
31677	0
32165	0
33366	0
30192	0
32445	1
32983	0
33698	1
33720	0
30208	1
32233	1
32585	0
30494	1
33047	1
30324	0
32994	1
34107	0
34166	0
31767	0
33657	1
34321	1
30618	0
31993	0
33732	1
33989	0
33074	1
34121	0
32478	0
30822	0
31270	1
30761	0
32250	1
31741	0
31354	1
31295	1
31658	1
30672	1
32790	0
30005	1
34201	1
30642	0
30622	1
34392	0
33738	0
34250	0
34268	0
31932	0
30190	1
33946	0
33922	0
30826	1
33795	1
30681	1
33753	1
34039	0
33877	0
30925	1
32729	1
32384	0
31051	0
31190	1
32504	1
33552	0
33108	0
30856	1
33832	1
33949	1
30380	1
31308	1
33556	1
34545	0
32395	1
33979	1
30508	1
33070	0
31186	0
32050	0
34585	0
30699	1
32447	0
33788	0
31470	0
33397	1
32516	0
31375	0
34028	0
32614	1
32946	0
32969	0
33649	1
34153	0
30281	0
31371	0
30670	0
30486	0
32312	0
34356	0
32568	1
34455	0
30801	1
31902	0
31384	0
34524	1
30355	0
32320	0
32306	0
34199	1
31962	1
33110	1
30459	1
31663	1
34301	0
30987	1
31379	0
33584	0
33535	1
34383	0
32135	0
32116	1
31766	1
34536	0
33712	1
